ID,NOME,ESPECIE,IDADE,PESO,CADASTRO_ATIVO,PROCEDIMENTOS
5964,Simba,Tartaruga,14,33.38,False,Ultrassonografia;Castração
5965,Vicente,Tartaruga,10,39.77,False,Castração;Vacinação
5966,Pipoca,Calopsita,14,3.06,True,Vacinação;Castração
5967,Zeca,Porquinho-da-india,12,5.92,False,Limpeza_tártaro
5968,Joaquim,Hamster,9,24.72,True,Limpeza_tártaro
5969,Nala,Peixe-dourado,2,3.28,False,Limpeza_tártaro;Hemograma
5970,Vicente,Gato,9,24.62,True,Ultrassonografia;Vacinação
5971,Pipoca,Tartaruga,8,25.01,False,Consulta_rotina;Curativo_ferida
5972,Cacau,Peixe-dourado,7,4.12,True,Hemograma
5973,Arya,Peixe-dourado,15,38.58,True,Castração;Limpeza_tártaro
5974,Frodo,Porquinho-da-india,4,5.96,True,Vacinação;Hemograma;Consulta_rotina
5975,Cecília,Cachorro,6,35.93,False,Hemograma;Castração;Vacinação
5976,Pudim,Coelho,15,25.09,True,Hemograma
5977,Flora,Hamster,10,31.22,True,Vacinação
5978,Theo,Cachorro,10,9.89,True,Consulta_rotina;Ultrassonografia
5979,Bento,Calopsita,4,13.83,True,Consulta_rotina
5980,Theo,Peixe-dourado,13,8.02,False,Hemograma;Curativo_ferida;Ultrassonografia
5981,Gaia,Peixe-dourado,13,11.57,True,Curativo_ferida
5982,Frodo,Porquinho-da-india,12,17.32,True,Vacinação;Consulta_rotina;Castração
5983,Koda,Porquinho-da-india,15,21.24,False,Curativo_ferida
5984,Gaia,Hamster,3,11.17,True,Vacinação;Hemograma
5985,Alice,Porquinho-da-india,8,18.47,False,Ultrassonografia;Castração
5986,Paçoca,Tartaruga,7,20.8,True,Hemograma;Limpeza_tártaro;Vacinação
5987,Clara,Hamster,11,37.81,False,Limpeza_tártaro
5988,Sherlock,Tartaruga,12,7.55,True,Castração;Curativo_ferida;Limpeza_tártaro
5989,Amora,Peixe-dourado,9,8.38,False,Vacinação;Hemograma
5990,Alecrim,Tartaruga,10,27.05,True,Hemograma;Vacinação
5991,Nina,Calopsita,6,14.52,False,Limpeza_tártaro
5992,Thor,Hamster,10,11.52,False,Curativo_ferida
5993,Stitch,Porquinho-da-india,10,38.75,False,Consulta_rotina
5994,Pudim,Calopsita,2,17.38,False,Curativo_ferida;Limpeza_tártaro
5995,Pudim,Calopsita,10,35.45,True,Vacinação;Limpeza_tártaro
5996,Arya,Hamster,15,28.16,True,Vacinação;Limpeza_tártaro;Castração
5997,Clara,Gato,4,24.57,False,Castração
5998,Paçoca,Porquinho-da-india,12,15.32,True,Curativo_ferida;Limpeza_tártaro
5999,Jade,Tartaruga,1,34.47,True,Limpeza_tártaro;Consulta_rotina
6000,Mel,Tartaruga,10,12.26,True,Ultrassonografia;Castração
6001,Alice,Tartaruga,2,21.48,False,Consulta_rotina;Castração;Hemograma
6002,Flora,Tartaruga,1,3.26,True,Limpeza_tártaro
6003,Bento,Hamster,7,6.14,False,Limpeza_tártaro;Ultrassonografia
6004,Sushi,Cachorro,13,3.49,True,Limpeza_tártaro;Vacinação;Castração
6005,Loki,Porquinho-da-india,14,16.87,True,Consulta_rotina
6006,Theo,Tartaruga,12,14.35,True,Ultrassonografia;Limpeza_tártaro;Hemograma
6007,Pipoca,Peixe-dourado,7,32.25,True,Curativo_ferida;Castração
6008,Flora,Peixe-dourado,9,13.96,False,Consulta_rotina
6009,Tequila,Cachorro,5,38.39,False,Ultrassonografia;Consulta_rotina;Limpeza_tártaro
6010,Joaquim,Peixe-dourado,2,4.58,True,Curativo_ferida;Vacinação;Ultrassonografia
6011,Koda,Cachorro,1,14.69,False,Hemograma;Castração;Curativo_ferida
6012,Nina,Peixe-dourado,8,19.72,True,Ultrassonografia;Consulta_rotina;Curativo_ferida
6013,Pipoca,Hamster,8,20.9,True,Vacinação
6014,Otto,Hamster,4,4.2,True,Limpeza_tártaro;Hemograma
6015,Zelda,Calopsita,5,30.51,False,Consulta_rotina;Curativo_ferida
6016,Sherlock,Peixe-dourado,5,23.26,False,Vacinação
6017,Zeca,Coelho,8,19.57,True,Vacinação;Castração
6018,Luna,Tartaruga,7,7.3,True,Ultrassonografia;Hemograma;Limpeza_tártaro
6019,Nala,Tartaruga,10,2.64,False,Ultrassonografia;Vacinação
6020,Jujuba,Porquinho-da-india,13,33.32,True,Ultrassonografia
6021,Zeca,Coelho,3,3.42,True,Vacinação;Ultrassonografia;Consulta_rotina
6022,Vicente,Peixe-dourado,2,2.41,False,Curativo_ferida;Consulta_rotina;Ultrassonografia
6023,Paçoca,Peixe-dourado,7,31.33,True,Limpeza_tártaro
6024,Bento,Coelho,7,34.33,False,Curativo_ferida
6025,Flora,Gato,10,36.35,False,Consulta_rotina;Ultrassonografia
6026,Zelda,Cachorro,9,0.52,True,Hemograma;Limpeza_tártaro
6027,Thor,Cachorro,1,38.56,True,Curativo_ferida;Castração
6028,Arya,Tartaruga,10,11.94,False,Curativo_ferida;Limpeza_tártaro;Hemograma
6029,Paçoca,Tartaruga,6,16.6,True,Hemograma;Ultrassonografia;Curativo_ferida
6030,Zeca,Gato,1,5.4,True,Consulta_rotina
6031,Jujuba,Calopsita,6,2.74,False,Vacinação
6032,Pipoca,Gato,13,28.02,False,Hemograma;Castração;Consulta_rotina
6033,Alecrim,Tartaruga,1,8.68,False,Curativo_ferida
6034,Pipoca,Porquinho-da-india,10,16.1,False,Vacinação;Limpeza_tártaro
6035,Bento,Cachorro,12,35.68,False,Castração
6036,Theo,Calopsita,7,27.59,True,Limpeza_tártaro;Vacinação
6037,Jujuba,Peixe-dourado,3,23.7,False,Vacinação;Ultrassonografia
6038,Cacau,Hamster,5,27.82,False,Limpeza_tártaro;Curativo_ferida
6039,Nala,Coelho,12,6.07,True,Hemograma
6040,Jade,Peixe-dourado,8,10.25,True,Vacinação;Limpeza_tártaro
6041,Sherlock,Porquinho-da-india,10,25.17,False,Consulta_rotina;Ultrassonografia;Hemograma
6042,Vicente,Calopsita,14,35.79,True,Curativo_ferida;Ultrassonografia
6043,Thor,Coelho,6,24.44,True,Castração;Consulta_rotina;Ultrassonografia
6044,Lola,Peixe-dourado,2,24.98,False,Castração
6045,Alice,Porquinho-da-india,14,13.5,True,Curativo_ferida;Ultrassonografia
6046,Frodo,Peixe-dourado,4,6.02,False,Vacinação;Ultrassonografia;Consulta_rotina
6047,Gaia,Tartaruga,2,5.89,True,Hemograma
6048,Mel,Gato,4,3.35,True,Limpeza_tártaro
6049,Zeca,Peixe-dourado,1,13.41,True,Castração;Hemograma
6050,Alice,Gato,11,6.33,False,Consulta_rotina;Vacinação;Hemograma
6051,Vicente,Cachorro,5,13.77,True,Ultrassonografia;Hemograma;Consulta_rotina
6052,Joaquim,Cachorro,4,11.86,True,Consulta_rotina;Ultrassonografia
6053,Clara,Peixe-dourado,7,13.64,False,Ultrassonografia;Consulta_rotina
6054,Arya,Porquinho-da-india,3,12.09,True,Curativo_ferida;Limpeza_tártaro;Castração
6055,Zelda,Coelho,10,27.39,True,Limpeza_tártaro
6056,Arthur,Hamster,14,5.59,True,Vacinação
6057,Stitch,Gato,9,27.58,False,Consulta_rotina;Castração
6058,Stitch,Hamster,8,35.75,False,Consulta_rotina
6059,Stitch,Peixe-dourado,5,33.01,False,Curativo_ferida;Ultrassonografia;Castração
6060,Simba,Gato,4,1.16,False,Vacinação
6061,Cacau,Tartaruga,7,29.97,False,Castração;Ultrassonografia;Vacinação
6062,Lola,Calopsita,13,27.53,True,Castração;Limpeza_tártaro
6063,Nina,Hamster,8,10.15,True,Curativo_ferida;Consulta_rotina
6064,Alecrim,Calopsita,12,4.54,False,Hemograma
6065,Paçoca,Gato,6,10.81,False,Castração
6066,Lola,Hamster,8,13.6,False,Hemograma
6067,Pipoca,Peixe-dourado,10,12.6,False,Hemograma
6068,Frodo,Gato,10,35.5,True,Vacinação
6069,Arthur,Porquinho-da-india,13,15.91,True,Curativo_ferida;Consulta_rotina;Ultrassonografia
6070,Koda,Porquinho-da-india,3,9.67,True,Castração
6071,Yoda,Cachorro,12,12.12,True,Vacinação
6072,Jade,Cachorro,4,36.51,False,Ultrassonografia;Castração;Vacinação
6073,Bento,Hamster,11,38.74,True,Vacinação;Ultrassonografia;Hemograma
6074,Koda,Peixe-dourado,3,26.44,False,Curativo_ferida;Vacinação;Limpeza_tártaro
6075,Jade,Peixe-dourado,8,4.75,True,Ultrassonografia;Vacinação
6076,Frodo,Porquinho-da-india,13,2.65,False,Vacinação
6077,Otto,Cachorro,9,21.36,True,Consulta_rotina;Hemograma
6078,Zeca,Coelho,5,28.23,True,Curativo_ferida
6079,Theo,Cachorro,15,39.07,True,Consulta_rotina;Curativo_ferida;Limpeza_tártaro
6080,Paçoca,Calopsita,5,14.05,False,Limpeza_tártaro;Castração;Ultrassonografia
6081,Loki,Peixe-dourado,10,23.72,False,Hemograma;Castração;Curativo_ferida
6082,Cookie,Tartaruga,11,21.02,False,Curativo_ferida
6083,Sushi,Tartaruga,9,19.15,False,Limpeza_tártaro
6084,Mel,Hamster,11,39.63,False,Consulta_rotina
6085,Otto,Tartaruga,3,36.3,False,Curativo_ferida
6086,Sushi,Peixe-dourado,11,37.08,False,Hemograma;Vacinação;Consulta_rotina
6087,Jade,Coelho,6,30.31,True,Castração;Limpeza_tártaro;Vacinação
6088,Café,Calopsita,4,23.7,True,Vacinação;Hemograma
6089,Cacau,Coelho,2,36.17,False,Consulta_rotina;Ultrassonografia
6090,Paçoca,Coelho,3,33.7,False,Curativo_ferida;Consulta_rotina
6091,Cecília,Peixe-dourado,2,39.34,False,Limpeza_tártaro;Hemograma;Ultrassonografia
6092,Cookie,Gato,10,14.0,True,Hemograma;Consulta_rotina;Castração
6093,Paçoca,Calopsita,3,37.78,True,Consulta_rotina;Curativo_ferida;Castração
6094,Yoda,Porquinho-da-india,8,34.18,True,Curativo_ferida;Hemograma
6095,Bento,Cachorro,2,36.77,False,Ultrassonografia;Vacinação
6096,Flora,Calopsita,15,35.93,True,Hemograma
6097,Sushi,Peixe-dourado,8,14.63,True,Castração;Curativo_ferida;Ultrassonografia
6098,Café,Hamster,6,2.16,False,Hemograma;Castração
6099,Simba,Cachorro,4,28.59,True,Castração;Limpeza_tártaro;Ultrassonografia
6100,Cecília,Gato,14,11.7,True,Castração;Hemograma;Vacinação
6101,Flora,Cachorro,2,25.28,True,Castração
6102,Pipoca,Calopsita,5,35.52,True,Curativo_ferida
6103,Sushi,Tartaruga,2,37.8,True,Vacinação
6104,Cacau,Hamster,10,17.48,True,Consulta_rotina;Ultrassonografia
6105,Bento,Hamster,2,23.31,False,Hemograma;Consulta_rotina
6106,Loki,Hamster,10,27.91,True,Castração;Ultrassonografia;Vacinação
6107,Clara,Gato,15,14.81,False,Consulta_rotina;Hemograma
6108,Joaquim,Peixe-dourado,13,13.17,False,Limpeza_tártaro
6109,Jujuba,Peixe-dourado,7,26.47,False,Ultrassonografia;Limpeza_tártaro;Vacinação
6110,Cecília,Calopsita,1,28.54,True,Vacinação;Curativo_ferida
6111,Nina,Cachorro,2,37.81,False,Castração;Consulta_rotina
6112,Bento,Porquinho-da-india,1,3.26,True,Castração;Vacinação
6113,Otto,Porquinho-da-india,13,1.09,True,Limpeza_tártaro;Consulta_rotina;Hemograma
6114,Bento,Cachorro,8,5.96,False,Vacinação;Curativo_ferida;Limpeza_tártaro
6115,Pipoca,Calopsita,6,3.3,True,Limpeza_tártaro
6116,Flora,Coelho,9,36.95,False,Hemograma
6117,Frodo,Hamster,2,28.26,False,Curativo_ferida;Ultrassonografia;Limpeza_tártaro
6118,Gaia,Calopsita,13,26.4,True,Hemograma;Consulta_rotina;Ultrassonografia
6119,Sushi,Calopsita,15,11.72,True,Curativo_ferida;Limpeza_tártaro
6120,Theo,Porquinho-da-india,11,28.44,True,Castração;Ultrassonografia
6121,Sherlock,Cachorro,12,7.01,True,Consulta_rotina
6122,Mel,Calopsita,2,18.88,False,Hemograma;Consulta_rotina
6123,Frodo,Hamster,5,5.1,True,Vacinação
6124,Pipoca,Cachorro,14,5.08,False,Vacinação;Limpeza_tártaro
6125,Koda,Tartaruga,11,13.98,False,Consulta_rotina
6126,Alice,Coelho,5,34.22,True,Vacinação;Hemograma
6127,Zelda,Hamster,4,36.31,False,Limpeza_tártaro;Hemograma;Castração
6128,Tequila,Tartaruga,5,18.15,True,Vacinação;Hemograma
6129,Arya,Hamster,3,11.3,False,Curativo_ferida;Limpeza_tártaro
6130,Alecrim,Peixe-dourado,1,1.55,True,Limpeza_tártaro;Hemograma
6131,Sushi,Porquinho-da-india,5,7.58,False,Limpeza_tártaro
6132,Thor,Calopsita,6,9.3,True,Ultrassonografia
6133,Arya,Porquinho-da-india,9,2.56,True,Consulta_rotina
6134,Arya,Peixe-dourado,5,14.61,True,Castração;Limpeza_tártaro
6135,Sushi,Calopsita,4,5.6,True,Ultrassonografia;Castração;Vacinação
6136,Café,Gato,13,14.95,False,Castração;Vacinação
6137,Jujuba,Peixe-dourado,15,34.01,True,Hemograma;Vacinação
6138,Luna,Calopsita,6,35.5,False,Castração;Curativo_ferida
6139,Bento,Coelho,3,14.32,True,Hemograma;Ultrassonografia
6140,Arya,Peixe-dourado,8,7.62,True,Hemograma;Ultrassonografia
6141,Theo,Gato,15,32.81,False,Consulta_rotina;Hemograma
6142,Tequila,Porquinho-da-india,3,24.08,True,Castração
6143,Paçoca,Coelho,1,20.02,False,Castração;Consulta_rotina
6144,Vicente,Cachorro,6,9.37,True,Curativo_ferida;Vacinação
6145,Jujuba,Gato,1,14.54,True,Limpeza_tártaro;Vacinação;Hemograma
6146,Nina,Tartaruga,1,15.74,True,Limpeza_tártaro
6147,Yoda,Porquinho-da-india,15,10.62,False,Curativo_ferida;Hemograma
6148,Luna,Gato,4,29.04,False,Castração;Curativo_ferida;Limpeza_tártaro
6149,Paçoca,Calopsita,4,37.46,True,Castração;Curativo_ferida;Vacinação
6150,Gaia,Tartaruga,6,13.74,False,Hemograma;Curativo_ferida
6151,Arthur,Gato,14,37.74,True,Limpeza_tártaro;Consulta_rotina
6152,Loki,Calopsita,15,33.3,False,Curativo_ferida;Limpeza_tártaro;Hemograma
6153,Koda,Peixe-dourado,6,4.6,False,Consulta_rotina;Curativo_ferida
6154,Alice,Coelho,7,11.94,True,Castração
6155,Otto,Coelho,10,39.82,False,Curativo_ferida;Vacinação
6156,Koda,Tartaruga,14,32.44,False,Ultrassonografia
6157,Frodo,Cachorro,2,19.72,True,Hemograma;Consulta_rotina
6158,Arthur,Cachorro,8,6.67,False,Consulta_rotina;Castração;Vacinação
6159,Sushi,Porquinho-da-india,8,21.85,True,Curativo_ferida
6160,Cookie,Gato,15,18.39,False,Curativo_ferida;Castração;Vacinação
6161,Cacau,Calopsita,10,39.67,False,Vacinação;Hemograma;Curativo_ferida
6162,Clara,Hamster,14,26.47,True,Hemograma
6163,Simba,Cachorro,13,6.93,False,Vacinação
6164,Nina,Peixe-dourado,3,6.27,True,Castração;Consulta_rotina;Hemograma
6165,Sherlock,Hamster,12,32.82,False,Limpeza_tártaro
6166,Koda,Cachorro,3,9.91,True,Limpeza_tártaro;Vacinação;Castração
6167,Nala,Peixe-dourado,9,24.04,True,Ultrassonografia;Hemograma;Curativo_ferida
6168,Thor,Gato,12,22.69,True,Hemograma;Curativo_ferida
6169,Jade,Calopsita,1,29.18,False,Vacinação;Hemograma
6170,Tequila,Porquinho-da-india,7,17.55,True,Vacinação;Consulta_rotina;Ultrassonografia
6171,Zelda,Peixe-dourado,13,28.96,True,Curativo_ferida;Ultrassonografia;Castração
6172,Simba,Peixe-dourado,13,27.98,False,Castração;Vacinação
6173,Alice,Calopsita,14,25.42,True,Hemograma;Ultrassonografia;Curativo_ferida
6174,Pipoca,Gato,4,23.09,False,Vacinação;Consulta_rotina;Limpeza_tártaro
6175,Jade,Coelho,15,32.09,False,Hemograma;Vacinação;Curativo_ferida
6176,Loki,Coelho,2,26.5,False,Consulta_rotina;Curativo_ferida;Castração
6177,Café,Gato,13,26.07,False,Limpeza_tártaro;Consulta_rotina;Ultrassonografia
6178,Stitch,Hamster,14,22.1,False,Curativo_ferida
6179,Cookie,Cachorro,12,12.54,True,Curativo_ferida;Consulta_rotina;Ultrassonografia
6180,Sherlock,Tartaruga,4,6.73,False,Vacinação
6181,Jade,Hamster,6,11.24,False,Vacinação
6182,Flora,Hamster,15,16.23,False,Vacinação;Curativo_ferida
6183,Cookie,Cachorro,12,9.76,False,Curativo_ferida;Castração
6184,Nina,Tartaruga,9,29.37,True,Ultrassonografia
6185,Sherlock,Gato,3,36.08,True,Consulta_rotina
6186,Zelda,Coelho,12,4.4,True,Curativo_ferida;Limpeza_tártaro;Ultrassonografia
6187,Amora,Hamster,5,24.91,False,Curativo_ferida
6188,Lola,Peixe-dourado,14,23.08,False,Limpeza_tártaro
6189,Simba,Tartaruga,4,20.79,True,Hemograma;Curativo_ferida
6190,Koda,Tartaruga,6,12.33,False,Hemograma;Castração;Consulta_rotina
6191,Joaquim,Cachorro,14,25.06,False,Castração;Curativo_ferida;Limpeza_tártaro
6192,Simba,Porquinho-da-india,1,21.28,True,Ultrassonografia;Vacinação
6193,Alice,Calopsita,4,29.63,False,Limpeza_tártaro;Ultrassonografia
6194,Pipoca,Gato,3,30.44,True,Consulta_rotina
6195,Alecrim,Tartaruga,1,28.66,False,Limpeza_tártaro;Curativo_ferida;Ultrassonografia
6196,Paçoca,Gato,12,11.28,True,Hemograma;Limpeza_tártaro;Castração
6197,Joaquim,Hamster,2,17.69,True,Ultrassonografia;Curativo_ferida
6198,Paçoca,Coelho,2,10.57,True,Curativo_ferida;Hemograma;Ultrassonografia
6199,Sherlock,Cachorro,13,5.87,False,Ultrassonografia
6200,Stitch,Tartaruga,9,5.46,False,Limpeza_tártaro;Vacinação;Ultrassonografia
6201,Otto,Calopsita,4,31.64,True,Curativo_ferida;Ultrassonografia;Consulta_rotina
6202,Pipoca,Gato,8,6.09,True,Ultrassonografia;Curativo_ferida;Castração
6203,Tequila,Porquinho-da-india,3,27.64,False,Limpeza_tártaro;Consulta_rotina;Hemograma
6204,Nala,Gato,11,23.18,False,Castração;Consulta_rotina
6205,Flora,Cachorro,7,8.89,True,Limpeza_tártaro;Castração
6206,Gaia,Calopsita,13,33.7,True,Limpeza_tártaro;Ultrassonografia
6207,Theo,Porquinho-da-india,13,21.62,False,Castração
6208,Flora,Cachorro,4,39.82,False,Curativo_ferida
6209,Cookie,Peixe-dourado,8,31.34,False,Ultrassonografia;Curativo_ferida
6210,Nina,Cachorro,15,11.6,False,Vacinação;Hemograma;Curativo_ferida
6211,Flora,Hamster,14,23.73,False,Limpeza_tártaro;Castração
6212,Nina,Cachorro,14,6.57,False,Ultrassonografia;Vacinação;Curativo_ferida
6213,Café,Cachorro,10,20.06,False,Ultrassonografia
6214,Thor,Gato,9,32.64,True,Limpeza_tártaro;Consulta_rotina
6215,Zelda,Cachorro,3,32.59,True,Curativo_ferida;Hemograma;Castração
6216,Zeca,Tartaruga,6,0.96,False,Consulta_rotina;Ultrassonografia
6217,Yoda,Gato,5,39.32,True,Consulta_rotina;Castração
6218,Sushi,Tartaruga,1,7.84,True,Limpeza_tártaro;Hemograma
6219,Pipoca,Tartaruga,5,37.59,True,Vacinação;Ultrassonografia
6220,Arthur,Hamster,2,11.2,True,Vacinação;Curativo_ferida
6221,Zelda,Calopsita,2,38.81,False,Consulta_rotina;Vacinação;Curativo_ferida
6222,Cookie,Tartaruga,1,6.6,True,Vacinação
6223,Thor,Hamster,14,8.78,False,Ultrassonografia;Hemograma
6224,Alice,Tartaruga,5,16.74,True,Ultrassonografia;Vacinação;Limpeza_tártaro
6225,Jujuba,Peixe-dourado,9,36.31,False,Limpeza_tártaro
6226,Luna,Calopsita,10,16.02,False,Hemograma
6227,Cookie,Gato,2,17.68,False,Hemograma;Castração
6228,Nala,Peixe-dourado,4,24.51,False,Castração
6229,Loki,Coelho,14,8.43,False,Curativo_ferida;Limpeza_tártaro
6230,Jujuba,Porquinho-da-india,7,26.52,True,Curativo_ferida
6231,Arthur,Peixe-dourado,2,6.59,True,Castração
6232,Pipoca,Porquinho-da-india,6,30.71,False,Castração;Vacinação;Ultrassonografia
6233,Frodo,Coelho,4,29.4,True,Consulta_rotina;Curativo_ferida;Vacinação
6234,Pipoca,Tartaruga,15,26.43,True,Curativo_ferida;Hemograma
6235,Arya,Coelho,14,18.28,False,Hemograma;Limpeza_tártaro
6236,Lola,Gato,2,15.66,True,Vacinação
6237,Jade,Hamster,3,28.47,False,Hemograma
6238,Simba,Gato,2,15.52,False,Limpeza_tártaro
6239,Cecília,Hamster,14,18.3,True,Ultrassonografia
6240,Sushi,Coelho,2,15.95,True,Castração;Ultrassonografia;Vacinação
6241,Alice,Peixe-dourado,8,13.27,False,Limpeza_tártaro
6242,Thor,Gato,8,27.6,False,Hemograma;Ultrassonografia
6243,Jujuba,Peixe-dourado,4,1.56,False,Limpeza_tártaro;Curativo_ferida;Castração
6244,Sushi,Coelho,5,34.58,False,Limpeza_tártaro;Castração;Ultrassonografia
6245,Pudim,Gato,15,17.4,True,Curativo_ferida;Ultrassonografia;Limpeza_tártaro
6246,Otto,Hamster,2,7.85,True,Ultrassonografia;Hemograma
6247,Sherlock,Porquinho-da-india,13,31.66,True,Castração;Consulta_rotina
6248,Pudim,Porquinho-da-india,3,39.54,True,Vacinação
6249,Yoda,Peixe-dourado,12,15.49,True,Hemograma;Consulta_rotina
6250,Nala,Porquinho-da-india,8,12.23,True,Limpeza_tártaro;Curativo_ferida;Hemograma
6251,Sherlock,Coelho,10,13.09,False,Ultrassonografia
6252,Cacau,Gato,9,20.14,False,Curativo_ferida;Vacinação;Consulta_rotina
6253,Stitch,Hamster,13,32.81,False,Hemograma
6254,Gaia,Porquinho-da-india,14,29.61,False,Castração;Consulta_rotina
6255,Thor,Coelho,13,29.29,True,Vacinação;Limpeza_tártaro;Hemograma
6256,Alice,Cachorro,10,0.61,True,Limpeza_tártaro
6257,Arya,Porquinho-da-india,4,33.99,True,Castração;Ultrassonografia;Vacinação
6258,Sushi,Gato,7,9.67,True,Castração
6259,Frodo,Tartaruga,13,14.36,True,Vacinação;Consulta_rotina;Ultrassonografia
6260,Pudim,Coelho,10,12.16,False,Castração;Hemograma
6261,Otto,Coelho,10,3.93,True,Ultrassonografia
6262,Gaia,Tartaruga,7,16.77,False,Castração;Consulta_rotina
6263,Alice,Hamster,6,36.06,True,Curativo_ferida;Vacinação
6264,Loki,Tartaruga,8,7.35,False,Castração;Curativo_ferida;Ultrassonografia
6265,Pipoca,Calopsita,4,10.59,True,Consulta_rotina;Hemograma
6266,Arthur,Cachorro,15,34.27,False,Consulta_rotina;Limpeza_tártaro;Hemograma
6267,Sherlock,Hamster,12,4.38,False,Hemograma
6268,Thor,Porquinho-da-india,13,31.64,True,Hemograma;Vacinação;Curativo_ferida
6269,Sherlock,Cachorro,2,27.07,True,Hemograma;Ultrassonografia;Vacinação
6270,Flora,Coelho,8,7.51,True,Castração
6271,Café,Porquinho-da-india,11,5.65,False,Castração;Curativo_ferida
6272,Alecrim,Peixe-dourado,6,24.04,True,Limpeza_tártaro;Castração;Vacinação
6273,Nala,Peixe-dourado,9,5.69,True,Curativo_ferida
6274,Simba,Calopsita,15,35.58,False,Castração;Hemograma
6275,Thor,Tartaruga,7,16.5,True,Hemograma;Ultrassonografia
6276,Zeca,Porquinho-da-india,10,32.72,False,Castração
6277,Nina,Cachorro,1,11.32,False,Consulta_rotina;Limpeza_tártaro
6278,Pudim,Tartaruga,6,17.33,False,Ultrassonografia;Vacinação;Curativo_ferida
6279,Theo,Coelho,7,22.43,False,Consulta_rotina;Curativo_ferida;Vacinação
6280,Koda,Cachorro,9,20.88,False,Ultrassonografia
6281,Vicente,Porquinho-da-india,4,9.16,True,Hemograma;Castração;Limpeza_tártaro
6282,Cookie,Tartaruga,5,24.02,True,Vacinação;Limpeza_tártaro;Curativo_ferida
6283,Clara,Hamster,10,5.31,True,Vacinação;Ultrassonografia
6284,Paçoca,Calopsita,6,34.33,True,Limpeza_tártaro;Consulta_rotina
6285,Jujuba,Porquinho-da-india,11,29.4,False,Ultrassonografia;Castração
6286,Sherlock,Hamster,13,4.03,False,Hemograma;Curativo_ferida
6287,Mel,Porquinho-da-india,4,36.39,False,Limpeza_tártaro;Castração;Hemograma
6288,Arya,Calopsita,5,32.29,True,Castração;Curativo_ferida
6289,Mel,Cachorro,6,38.39,True,Hemograma;Ultrassonografia;Curativo_ferida
6290,Alice,Porquinho-da-india,8,13.46,True,Hemograma;Curativo_ferida
6291,Alice,Calopsita,13,10.98,True,Limpeza_tártaro;Hemograma
6292,Sherlock,Tartaruga,12,28.07,False,Limpeza_tártaro;Hemograma
6293,Bento,Peixe-dourado,13,32.08,False,Consulta_rotina;Limpeza_tártaro
6294,Bento,Hamster,7,27.73,True,Curativo_ferida
6295,Koda,Tartaruga,6,13.46,False,Limpeza_tártaro
6296,Cacau,Porquinho-da-india,3,24.9,True,Limpeza_tártaro
6297,Cookie,Porquinho-da-india,7,11.58,True,Hemograma;Ultrassonografia;Consulta_rotina
6298,Alecrim,Hamster,5,7.88,True,Ultrassonografia;Limpeza_tártaro;Hemograma
6299,Jujuba,Calopsita,9,19.2,False,Limpeza_tártaro;Curativo_ferida;Ultrassonografia
